,State,County,year,month,avg(NO2 Mean)
556,California,Santa Cruz,2000,12,6.7071463870967705
557,Kentucky,Henderson,2000,3,18.54558203225807
558,Missouri,St. Louis City,2000,4,26.31132853333333
559,California,San Francisco,2001,7,9.493332935483872
560,California,Alameda,2002,2,22.981874821428562
561,California,Sacramento,2000,2,15.474963481481474
562,District Of Columbia,District of Columbia,2000,10,29.08426832258066
563,Missouri,St. Louis City,2000,5,18.69079174193549
564,Pennsylvania,Bucks,2000,4,15.690125200000002
565,Pennsylvania,Westmoreland,2000,3,24.041667
566,Texas,Dallas,2000,9,20.308893529411762
567,California,Santa Barbara,2001,5,4.249674785425117
568,New Jersey,Camden,2001,1,34.018804071428576
569,New Jersey,Essex,2001,8,24.350000066666663
570,Pennsylvania,Allegheny,2001,5,22.349579225806455
571,California,Santa Cruz,2000,7,3.3041991290322583
572,Kentucky,Daviess,2000,2,9.0
573,Missouri,St. Louis City,2000,9,16.55303026666667
574,New York,Suffolk,2000,4,15.755864724137943
575,California,San Diego,2001,9,18.490979099999976
576,Arizona,Pima,2000,1,27.532741366666656
577,District Of Columbia,District of Columbia,2000,6,22.638433166666676
578,Kansas,Linn,2001,1,6.427785935483877
579,California,San Francisco,2002,10,21.50952887096777
580,California,Ventura,2000,12,22.646570870967746
581,North Carolina,Mecklenburg,2000,9,14.12785136363637
582,California,Orange,2001,9,12.279710133333339
583,California,Ventura,2001,1,16.3150885652174
584,Indiana,Marion,2001,7,14.46341641935484
585,Louisiana,East Baton Rouge,2001,7,15.033962354838707
586,New York,Queens,2001,2,26.461473954545465
587,California,Los Angeles,2002,7,21.95796073571428
588,California,Santa Cruz,2000,6,4.36232526666667
589,Kentucky,Boyd,2000,8,11.109890709677424
590,California,Riverside,2001,8,27.798036419354823
591,Kentucky,Boyd,2001,3,15.830160935483859
592,Kentucky,Daviess,2001,5,8.739980516129025
593,Kentucky,McCracken,2001,3,12.750283838709688
594,California,San Diego,2002,9,21.316144034883727
595,California,Santa Barbara,2002,9,4.69498485833334
596,California,Imperial,2000,1,29.372561516129018
597,California,Santa Cruz,2000,9,4.670668699999998
598,Missouri,St. Louis City,2000,10,25.00165129032258
599,Pennsylvania,Allegheny,2000,7,20.356671612903224
600,Pennsylvania,Bucks,2000,6,15.219017153846153
601,Pennsylvania,Philadelphia,2000,5,23.541908103448282
602,Virginia,Fairfax,2000,4,17.20534510000004
603,Colorado,Adams,2001,12,33.76139873913043
604,Pennsylvania,Washington,2001,7,10.884525516129033
605,California,Alameda,2002,1,26.16969624137931
606,California,San Diego,2002,5,10.919436569892463
607,California,San Diego,2002,11,31.898118244186026
608,California,Santa Barbara,2000,4,4.624239758333343
609,California,San Diego,2000,7,11.74699883908045
610,Pennsylvania,Lackawanna,2000,4,11.485732166666676
611,Colorado,Adams,2001,11,31.13634878947367
612,Kentucky,McCracken,2001,2,6.913043
613,Oklahoma,Cherokee,2001,10,8.070243096774195
614,California,Contra Costa,2000,8,10.762373411290314
615,Kentucky,McCracken,2000,9,9.781036571428562
616,Oklahoma,Kay,2000,9,8.33967455555556
617,Pennsylvania,Allegheny,2000,8,19.044739032258054
618,Arizona,Pima,2001,10,17.127311000000002
619,Kentucky,Boyd,2001,9,11.898540333333331
620,Kentucky,Henderson,2001,7,5.521739
621,Pennsylvania,Northampton,2001,7,11.932407903225805
622,Pennsylvania,Philadelphia,2001,1,35.420497032258076
623,Texas,Dallas,2001,9,21.77564612500001
624,Texas,Harris,2001,2,18.83389588888889
625,Arizona,Maricopa,2000,7,23.236466034482774
626,California,Los Angeles,2000,10,31.53401123387096
627,California,Orange,2000,10,17.941093967741946
628,California,Santa Cruz,2000,4,4.613924933333338
629,District Of Columbia,District of Columbia,2000,11,26.222344633333332
630,New Jersey,Camden,2000,10,24.30448135483871
631,California,Sacramento,2001,11,16.090945169811327
632,Illinois,Saint Clair,2001,10,18.79277696774194
633,California,Orange,2000,5,8.934081451612904
634,California,Santa Barbara,2000,2,5.587359938053102
635,Florida,Orange,2000,8,10.370828129032255
636,Kentucky,Daviess,2000,7,7.421276414634144
637,Kentucky,Henderson,2000,8,17.296878322580643
638,Kentucky,Jefferson,2000,6,13.197590033333332
639,Pennsylvania,Montgomery,2000,5,15.739597967741933
640,Missouri,Saint Louis,2001,5,13.757304741935483
641,Pennsylvania,Bucks,2001,6,15.148484866666667
642,California,Solano,2001,5,11.120107161290303
643,Texas,Harris,2001,8,13.579059225806441
644,California,Riverside,2002,2,32.8804348888889
645,Pennsylvania,Beaver,2000,5,14.510362933333331
646,California,Los Angeles,2001,9,32.96026730061348
647,California,San Bernardino,2001,5,23.18253973333333
648,Kentucky,Henderson,2001,2,16.391304
649,Kentucky,Henderson,2001,6,14.420680933333331
650,Pennsylvania,Montgomery,2001,9,14.527294700000002
651,Arizona,Maricopa,2002,8,21.551593000000004
652,District Of Columbia,District of Columbia,2000,9,19.719177931034483
653,Kentucky,Daviess,2000,6,8.684732375000003
654,North Carolina,Forsyth,2000,8,9.818182
655,Oklahoma,Kay,2000,11,13.882353
656,Texas,Dallas,2000,12,17.82080316666666
657,California,Los Angeles,2001,4,29.249912808823485
658,California,Santa Barbara,2001,11,5.953884101694915
659,New York,Suffolk,2001,7,12.24677726666666
660,California,Imperial,2002,12,20.100535548387096
661,District Of Columbia,District of Columbia,2000,4,22.223709966666664
662,Kentucky,McCracken,2000,8,10.766997999999996
663,New York,Suffolk,2000,3,20.04055993548389
664,Pennsylvania,Berks,2000,8,17.541624225806448
665,Oklahoma,Cherokee,2001,8,7.395111161290318
666,Oklahoma,Ottawa,2001,10,10.314958499999994
667,Pennsylvania,Allegheny,2001,7,18.41878112903225
668,Pennsylvania,Lancaster,2000,10,17.3975173548387
669,Texas,Dallas,2000,4,17.750755862068967
670,California,Santa Cruz,2001,6,5.190579799999999
671,California,Solano,2001,7,7.143725322580646
672,Arizona,Pima,2002,11,21.95942026666666
673,California,Los Angeles,2000,6,25.745289875
674,California,Sacramento,2000,8,12.579618632653062
675,Florida,Orange,2000,7,11.959413962962968
676,Illinois,Cook,2000,3,31.957125606060615
677,Louisiana,East Baton Rouge,2000,7,14.46482538709678
678,North Carolina,Mecklenburg,2001,3,17.916667
679,Pennsylvania,Allegheny,2001,9,18.348611100000003
680,Pennsylvania,Montgomery,2001,3,11.583333
681,California,Orange,2002,12,31.06717770967742
682,Colorado,Adams,2000,5,6.859337709677417
683,California,Orange,2001,11,26.358525400000005
684,California,Ventura,2001,6,9.513433700000009
685,Pennsylvania,Beaver,2001,10,18.379342451612892
686,California,Contra Costa,2002,2,16.884517359375
687,California,San Bernardino,2000,4,17.3729447
688,California,San Bernardino,2000,5,17.40778403225806
689,Florida,Orange,2000,3,11.751438354838704
690,Michigan,Wayne,2000,9,23.109722299999994
691,New York,Queens,2001,12,28.243399571428597
692,Pennsylvania,Lawrence,2001,3,11.041667
693,Pennsylvania,Montgomery,2001,6,12.142038733333333
694,California,Orange,2002,11,31.889278700000002
695,Arizona,Pima,2001,6,12.304762166666672
696,District Of Columbia,District of Columbia,2000,8,19.37030722580646
697,Kentucky,Jefferson,2000,5,11.5576204516129
698,Kansas,Wyandotte,2001,8,17.652556387096773
699,Michigan,Wayne,2001,7,17.619431806451612
700,Pennsylvania,Philadelphia,2001,12,28.1330310967742
701,California,Sacramento,2002,2,17.57829514285714
702,California,San Bernardino,2000,12,28.076246322580644
703,New York,Suffolk,2000,11,16.189267666666662
704,Michigan,Wayne,2001,8,24.41357331578947
705,California,Riverside,2002,10,25.853506322580632
706,Pennsylvania,Bucks,2000,3,21.291667
707,Nevada,Clark,2001,12,6.928173645161295
708,New York,Bronx,2001,6,28.31715676666666
709,Pennsylvania,Allegheny,2001,3,17.958333
710,Pennsylvania,York,2001,8,17.19659328571429
711,California,Riverside,2002,5,17.750484290322593
712,Illinois,Cook,2000,1,32.0054285
713,Kentucky,Boyd,2000,5,13.867828741935494
714,California,Orange,2001,3,15.870792387096763
715,New York,Queens,2001,3,24.600014129032257
716,New York,Suffolk,2001,1,27.57675932258065
717,Pennsylvania,Lancaster,2001,10,13.71243938709677
718,California,Imperial,2002,8,8.229759064516127
719,California,Contra Costa,2000,3,12.30252941129033
720,Florida,Orange,2000,9,8.336078733333338
721,Kansas,Wyandotte,2000,3,16.826167310344825
722,Kentucky,Daviess,2000,8,9.201133660377362
723,Virginia,Alexandria City,2000,7,22.13082225806453
724,California,San Bernardino,2001,2,16.58615342465753
725,Kansas,Sumner,2001,12,5.5765173548387095
726,New York,Suffolk,2001,12,19.362263387096778
727,North Carolina,Forsyth,2001,7,10.754889428571433
728,California,Santa Barbara,2002,2,7.196360536036028
729,California,Santa Barbara,2000,5,4.214962666666669
730,California,Imperial,2000,12,31.668621709677403
731,Florida,Orange,2000,4,10.857463555555556
732,Pennsylvania,Northampton,2000,6,12.469021733333333
733,Pennsylvania,Philadelphia,2000,2,35.870225103448256
734,Texas,El Paso,2000,10,15.032035066666657
735,Virginia,Fairfax,2000,2,21.22894313207548
736,Virginia,Fairfax,2000,7,12.198688034090905
737,California,San Francisco,2001,12,21.913451903225823
738,California,Sacramento,2002,12,15.173355641025642
739,Kentucky,Henderson,2000,10,20.898042903225807
740,North Carolina,Mecklenburg,2000,3,29.125
741,Pennsylvania,Beaver,2000,6,12.371678766666669
742,California,Santa Barbara,2001,3,4.51593791525423
743,Colorado,Adams,2000,7,19.282162516129052
744,District Of Columbia,District of Columbia,2000,3,25.244817161290317
745,California,Imperial,2001,5,12.476439483870971
746,Kansas,Linn,2001,8,2.6472385806451575
747,Massachusetts,Suffolk,2001,9,20.76413492857144
748,California,Imperial,2000,4,14.6928195
749,California,San Bernardino,2000,2,20.292626172413808
750,Pennsylvania,Lancaster,2000,5,11.902294688888894
751,Pennsylvania,Montgomery,2000,4,15.357850299999999
752,California,Orange,2001,5,9.124824677419351
753,California,Solano,2001,1,23.312150689655166
754,Kansas,Wyandotte,2001,3,25.12185106451612
755,California,Orange,2000,4,12.343478333333325
756,California,San Diego,2000,1,30.12575103225807
757,Kentucky,Boyd,2000,6,11.77433215384615
758,Pennsylvania,Cambria,2000,7,12.063905161290318
759,California,San Bernardino,2001,10,26.758064483870967
760,California,Santa Cruz,2001,11,5.658591666666675
761,California,Solano,2001,10,15.660589032258072
762,Illinois,Saint Clair,2001,1,21.874389571428573
763,Kentucky,Jefferson,2000,10,14.723585838709669
764,Texas,Harris,2000,2,24.532117931034474
765,California,San Diego,2001,5,12.533391388888894
766,California,San Francisco,2001,2,23.44647925925927
767,California,Santa Cruz,2001,7,2.9934931612903193
768,Illinois,Cook,2001,10,23.49709662903223
769,Arizona,Pima,2002,3,17.213380322580647
770,California,Santa Barbara,2000,11,7.976249341666669
771,Kansas,Linn,2000,10,3.5290885483870977
772,Louisiana,East Baton Rouge,2000,11,19.160244633333328
773,New York,Suffolk,2000,6,14.731119866666667
774,California,Ventura,2001,2,11.574308250000003
775,Illinois,Saint Clair,2001,11,20.466606266666663
776,New York,Bronx,2001,11,33.1326859
777,Oklahoma,Kay,2001,10,6.105422578947365
778,Texas,El Paso,2001,7,9.753612566037729
779,California,Alameda,2002,12,24.763655225806467
780,District Of Columbia,District of Columbia,2000,1,22.041962806451608
781,New York,Queens,2000,10,29.664284322580645
782,Virginia,Fairfax,2000,9,14.850091628742513
783,Kansas,Linn,2001,2,6.246426285714286
784,Kansas,Wyandotte,2001,2,16.764339785714295
785,Missouri,St. Louis City,2001,8,12.911795548387097
786,Pennsylvania,Philadelphia,2001,4,26.323682714285706
787,Texas,El Paso,2001,8,11.381380955555546
788,California,Orange,2002,4,9.798550666666655
789,California,San Diego,2000,6,12.183906426966297
790,New York,Bronx,2000,7,25.50363870967741
791,Pennsylvania,Northampton,2000,3,21.125
792,California,Contra Costa,2001,4,9.659344283333349
793,Oklahoma,Kay,2001,9,6.161237433333333
794,Pennsylvania,Lackawanna,2001,8,14.930593096774194
795,California,Los Angeles,2002,2,43.439589243636405
796,California,Santa Barbara,2000,10,4.979639782258066
797,New York,Bronx,2000,6,28.994624833333333
798,New York,Suffolk,2000,7,15.90842987096774
799,Pennsylvania,Berks,2000,5,18.38266606451613
800,Virginia,Fairfax,2000,5,18.962315216867477
801,California,Orange,2001,4,12.532065166666662
802,Pennsylvania,Lackawanna,2001,7,11.304007806451613
803,Kansas,Wyandotte,2000,1,17.772360709677418
804,Kentucky,McCracken,2000,4,11.980096033333327
805,New Jersey,Camden,2000,4,17.838342600000008
806,New York,Suffolk,2000,10,20.49404072131148
807,Pennsylvania,Berks,2000,4,16.72820913333333
808,Pennsylvania,Lackawanna,2000,10,17.53286903225806
809,California,Sacramento,2001,12,14.126984906976741
810,North Carolina,Mecklenburg,2001,9,14.96205736666667
811,Pennsylvania,Bucks,2001,7,14.066381980392165
812,California,Sacramento,2002,7,10.022197611764696
813,California,Imperial,2000,3,18.213375032258043
814,Kansas,Linn,2000,5,2.052581499999999
815,Arizona,Pima,2001,7,8.516830322580645
816,California,Santa Barbara,2001,1,10.54738162886598
817,Kentucky,Fayette,2001,9,11.88301886666667
818,Missouri,St. Louis City,2001,9,20.7063889
819,California,Solano,2000,4,9.613033133333335
820,Kansas,Linn,2000,7,1.8702832903225803
821,Michigan,Wayne,2000,5,23.124504806451608
822,Pennsylvania,Philadelphia,2000,4,22.753957964285714
823,Texas,Harris,2000,1,22.66264742857142
824,Kansas,Wyandotte,2001,9,19.40856393333333
825,Michigan,Wayne,2001,3,28.5
826,Indiana,Marion,2000,3,31.041667
827,Kansas,Wyandotte,2000,7,17.093684032258064
828,Pennsylvania,Lancaster,2000,3,20.291667
829,Pennsylvania,Lawrence,2000,10,18.149474142857137
830,California,San Francisco,2001,1,31.880785419354826
831,Kentucky,Henderson,2001,5,15.962858612903226
832,Pennsylvania,Westmoreland,2001,7,13.692507129032261
833,Texas,El Paso,2001,5,10.525528603448278
834,Texas,El Paso,2001,9,13.161123190476186
835,California,San Bernardino,2002,5,17.996578677419357
836,Kentucky,McCracken,2000,2,8.869565
837,Oklahoma,Cherokee,2000,6,1.7126663793103445
838,Pennsylvania,Blair,2000,4,11.360764599999998
839,California,Alameda,2001,12,23.79746827272728
840,Colorado,Adams,2001,9,25.202187481481488
841,Kentucky,Fayette,2001,6,13.07611983333334
842,California,San Francisco,2002,8,11.856548931034482
843,Pennsylvania,Philadelphia,2000,9,22.374018333333346
844,Pennsylvania,Westmoreland,2000,6,14.690829866666665
845,Texas,Dallas,2000,3,19.277630064516124
846,Texas,Harris,2000,5,15.61578758620689
847,Colorado,Adams,2001,1,32.606528064516105
848,Kentucky,Jefferson,2001,10,14.004616709677416
849,Louisiana,East Baton Rouge,2001,8,16.470267741935487
850,Pennsylvania,Lawrence,2001,10,18.02445916129032
851,California,Orange,2000,11,31.657971066666633
852,California,Solano,2001,4,8.170685100000002
853,California,Ventura,2001,7,8.922029442622954
854,Arizona,Pima,2000,5,14.011512870967747
855,California,Riverside,2000,4,27.571014266666662
856,New York,Queens,2000,1,26.125948032258087
857,Pennsylvania,Cambria,2000,8,12.708333354838713
858,Kansas,Wyandotte,2001,5,14.793719799999998
859,Massachusetts,Suffolk,2001,4,25.42598483333334
860,Pennsylvania,Blair,2001,4,13.856085677966108
861,Texas,Dallas,2001,7,12.53648064516128
862,California,Riverside,2002,1,25.11798000000001
863,California,San Francisco,2002,12,26.197534516129043
864,Pennsylvania,Washington,2000,6,10.352904066666664
865,Arizona,Maricopa,2001,7,18.744946612903227
866,Illinois,Cook,2001,5,25.32744162903227
867,Kentucky,Boyd,2001,10,16.358862032258056
868,California,San Diego,2002,8,14.074130666666674
869,Kansas,Wyandotte,2000,8,16.611775449999996
870,Arizona,Maricopa,2001,9,23.295797589285712
871,California,Imperial,2001,3,16.36255251612904
872,Texas,El Paso,2001,6,11.55791332653061
873,California,Sacramento,2000,1,17.36370465517242
874,California,San Bernardino,2000,1,18.415608846153845
875,California,San Bernardino,2000,3,19.091725129032255
876,California,San Diego,2000,8,13.981812641304328
877,Kansas,Linn,2000,2,3.5928514137931087
878,Louisiana,East Baton Rouge,2000,3,18.801171322580647
879,Oklahoma,Ottawa,2001,6,7.272222199999995
880,Arizona,Pima,2000,6,11.039009699999998
881,Missouri,Saint Louis,2000,8,16.053167232258062
882,Pennsylvania,York,2000,3,24.791667
883,Kentucky,Jefferson,2001,2,9.916667
884,North Carolina,Forsyth,2001,5,13.372322909090911
885,California,Sacramento,2002,5,10.418213693548383
886,California,San Bernardino,2002,10,28.062342193548417
887,California,Imperial,2000,2,21.663659103448257
888,Kentucky,Jefferson,2000,8,9.817746225806449
889,Pennsylvania,Westmoreland,2000,9,15.240446800000004
890,California,Imperial,2001,7,8.52262651020408
891,Michigan,Wayne,2001,9,19.923318766666668
892,Texas,Harris,2001,1,23.406203678571412
893,Louisiana,East Baton Rouge,2000,6,14.542815399999997
894,Pennsylvania,Cambria,2000,4,13.206763266666677
895,Arizona,Pima,2001,9,11.157213399999995
896,Massachusetts,Suffolk,2001,8,22.15480257142857
897,North Carolina,Mecklenburg,2001,7,12.130957290322574
898,California,Sacramento,2000,3,13.112298568627466
899,California,San Francisco,2000,2,24.669846862068955
900,California,Santa Cruz,2000,10,4.273498000000005
901,Florida,Orange,2000,1,15.726173000000001
902,Virginia,Alexandria City,2000,6,20.021568966666667
903,Arizona,Maricopa,2001,5,26.907381709677434
904,California,Imperial,2001,9,13.802964433333328
905,Kansas,Linn,2001,9,2.6542929333333336
906,New Jersey,Camden,2001,8,15.633183741935488
907,New York,Suffolk,2001,11,17.282352166666662
908,New York,Queens,2000,3,27.974982071428574
909,Kentucky,Jefferson,2001,5,12.8242424
910,California,Sacramento,2002,11,21.83711235999998
911,California,San Diego,2002,4,13.772868444444434
912,California,Contra Costa,2000,7,8.244597112903234
